dem1,dem2,dem3,dem4,dem5,dem6,dem7,dem8,dem9,dem10,dem11,dem12,klim1,klim2,klim3,klim4,klim5,klim6,klim7,klim8,klim9,klim10,klim11,klim12,klim13,klim14,klim15,klim16,klim17,klim18,klim19,klim20,klim21,klim22,klim23,klim24,klim25,klim26,klim27,klim28,job_sat1,job_sat2,job_sat3,job_sat4,job_sat5,job_sat6,job_sat7,job_sat8,job_sat9,job_sat10,job_sat11,job_sat12,job_sat13,job_sat14,job_sat15,job_sat16,job_sat17,job_sat18,job_sat19,tol_intol1,tol_intol2,tol_intol3,tol_intol4,tol_intol5,tol_intol6,tol_intol7,tol_intol8,tol_intol9,tol_intol10,tol_intol11,tol_intol12,tol_intol13,life_sat1,life_sat2,life_sat3,life_sat4,life_sat5,purp1,purp2,purp3,purp4,purp5,neuro1,neuro2,klim_sum_1,klim_sum_2,klim_sum_3,klim_sum_4,job_sat_sum_1,job_sat_sum_2,job_sat_sum_3,job_sat_sum_4,job_sat_sum_5,job_sat_sum,tol_intol_sum_1,tol_intol_sum_2,life_sat_sum_1,purp_sum_1,neuro_sum_1,mdl2_5_klim4,mdl2_5_klim1,mdl2_5_klim2,mdl2_5_klim5,mdl2_5_klim6,mdl2_5_klim9,mdl2_5_klim8,mdl2_5_klim10,mdl2_5_klim12,mdl2_5_klim14,mdl2_5_klim16,mdl2_5_klim15,mdl2_5_klim17,mdl2_5_klim19,mdl2_5_klim21,mdl2_5_klim25,mdl2_5_klim22,mdl2_5_klim23,mdl2_5_klim26,mdl2_5_klim28,mdl2_5_sum,mdl2_5_sum_1,mdl2_5_sum_2,mdl2_5_sum_3,mdl2_5_sum_4,mdl4_5_klim4,mdl4_5_klim1,mdl4_5_klim2,mdl4_5_klim5,mdl4_5_klim6,mdl4_5_klim9,mdl4_5_klim8,mdl4_5_klim10,mdl4_5_klim12,mdl4_5_klim14,mdl4_5_klim15,mdl4_5_klim16,mdl4_5_klim22,mdl4_5_klim23,mdl4_5_klim28,mdl4_5_klim21,mdl4_5_klim19,mdl4_5_sum,mdl4_5_sum_1,mdl4_5_sum_2,mdl4_5_sum_4,mdl4_5_sum_3
Мужчина,52,Город с численностью жителей миллион и более человек,Высшее,20 + лет,20 + лет,IT,До 50 человек,инженер,100,15 000 — 30 000,Нет,4,6,2,2,6,6,4,6,7,6,7,7,5,7,1,7,5,7,7,7,7,7,7,7,6,6,6,6,4,1,3,1,1,4,1,1,1,4,2,5,5,5,5,4,4,5,5,2,6,2,6,7,7,2,2,6,2,7,7,7,6,6,5,6,6,1,6,6,6,6,2,1,30,45,41,45,9,7,7,15,23,61,32,31,29,25,3,2,3.3320074068023513,3.773966116828637,3.819790175268657,4.171520870520713,7,5.154572979206362,5.590707937752325,5.980905455890381,6.475479610613106,7,1.0143295253754125,5.046899704753162,3.9043396065743754,6.400577929529466,6,4.190077581933764,6.029065630127332,4.692033521866008,4.290345148777933,95.86661920181999,17.09728456942036,30.201665983462174,23.366146766232415,25.201521882705038,2,3.4907069293865773,3.9102627528183933,3.606274772361216,4.000944378770674,7,5.120114942539113,5.550009215496905,5.98445964951539,6.429632762631667,1,6.8316110395503316,4.830968224102885,6.322615670679082,5.146699716542748,7,5.106138855531823,83.3304389099268,17.00818883333686,30.084216570183074,24.131894650875047,12.106138855531823
Женщина,44,Город с численностью жителей миллион и более человек,Два и более высших и/или научная степень,20 + лет,20 + лет,интернет-провайдер,До 50 человек,бухгалтер,80,60 000 — 100 000,Нет,4,5,2,2,1,4,3,2,2,3,6,3,4,2,1,2,3,5,7,5,5,5,2,6,2,3,4,2,3,2,3,2,4,5,4,2,3,1,3,4,3,3,4,3,5,4,2,5,2,2,3,3,4,5,1,6,7,5,2,6,2,3,3,4,2,4,4,4,5,6,6,6,21,22,28,24,10,15,7,10,18,60,24,27,14,23,12,2,3.3320074068023513,3.1449717640238646,0.6366316958781095,2.7810139136804755,2,1.7181909930687873,2.7953539688761624,2.563245195381592,1.8501370316037444,2,1.0143295253754125,3.0281398228518976,3.9043396065743754,4.571841378235333,2,2.9929125585241168,1.7225901800363805,2.346016760933004,1.4301150495926445,47.831836851438254,11.8946247803848,10.926927188930286,14.51865033303702,10.491634549086145,2,3.4907069293865773,3.2585522940153275,0.601045795393536,2.6672962525137827,2,1.7067049808463708,2.7750046077484525,2.5647684212208817,1.8370379321804762,1,1.9518888684429518,3.450691588644918,1.8064616201940233,1.715566572180916,5,5.106138855531823,42.931864718300034,12.017601271309223,10.883515941996182,9.92460864946281,10.106138855531823
Женщина,32,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,3-5 лет,Производство;,До 500 человек,Руководитель отдела продаж.,30,100 000 — 150 000,Нет,6,7,6,7,4,4,5,7,4,5,7,7,7,4,4,7,4,5,7,1,1,5,4,6,4,3,4,5,4,4,4,4,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,6,5,4,5,5,3,6,2,6,6,4,2,6,4,5,5,6,4,6,6,6,6,6,1,3,39,41,29,31,16,20,14,15,23,88,34,26,24,30,4,7,4.998011110203527,4.402960469633411,2.546526783512438,2.7810139136804755,4,6.013668475740755,4.658923281460271,5.980905455890381,3.700274063207489,7,4.05731810150165,4.03751976380253,3.9043396065743754,0.9143682756470666,4,2.9929125585241168,3.445180360072761,2.346016760933004,3.575287623981611,82.35522660436587,21.72851227702985,24.353771276298897,19.91354574752562,16.359397303511493,7,5.236060394079866,4.561973211621459,2.404183181574144,2.6672962525137827,4,5.973467432962297,4.625007679580754,5.98445964951539,3.6740758643609523,4,6.8316110395503316,3.450691588644918,3.6129232403880467,4.288916430452289,1,5.106138855531823,74.41680482077605,21.86951303978925,24.257010626419394,22.184142299035585,6.106138855531823
Женщина,36,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,3-5 лет,тратрата,До 50 человек,тратата,50,30 000 — 60 000,Да,5,3,4,5,5,3,3,5,5,5,5,5,5,6,3,5,4,2,6,3,5,5,5,3,5,3,3,1,4,4,4,4,2,4,2,5,1,3,4,1,5,3,2,3,3,4,1,2,2,5,5,3,2,3,4,4,5,4,5,2,5,4,4,7,5,5,3,2,2,4,6,6,28,36,28,25,16,13,8,9,13,59,22,24,25,16,12,5,4.1650092585029395,1.8869830584143186,3.1831584793905474,2.0857604352603567,5,4.295477482671968,4.658923281460271,4.272075325635987,5.550411094811233,5,3.0429885761262376,4.03751976380253,3.346576805635179,4.571841378235333,5,2.9929125585241168,4.306475450090951,2.346016760933004,0.7150575247963222,75.4571872342913,16.32091123156816,23.776887184579458,19.99892652379928,15.360462294344394,5,4.363383661733222,1.9551313764091967,3.00522897696768,2.000472189385337,5,4.266762452115927,4.625007679580754,4.2746140353681366,5.511113796541428,3,4.87972217110738,3.450691588644918,4.516154050485058,0.857783286090458,5,4.376690447598706,66.0827557120282,16.324216204495436,23.677497963606246,16.704351096327812,9.376690447598705
Мужчина,52,Город с численностью от 100 тысяч до 500 тысяч,Неоконченное высшее,20 + лет,1-3 года,Транспорт;,До 500 человек,экспедитор,90,30 000 — 60 000,Да,5,6,4,5,6,4,4,5,5,6,5,6,3,5,3,4,4,4,5,4,5,4,4,5,4,4,4,4,4,4,4,4,3,4,5,3,4,4,4,5,4,5,5,4,4,4,4,5,6,5,5,6,6,5,6,5,5,5,5,6,2,3,3,3,2,4,4,4,4,5,4,5,34,35,29,29,16,15,12,14,21,78,38,32,13,21,9,5,4.1650092585029395,3.773966116828637,3.819790175268657,2.7810139136804755,5,4.295477482671968,5.590707937752325,5.126490390763184,4.625342579009361,4,3.0429885761262376,4.03751976380253,2.7888140046959826,4.571841378235333,4,2.3943300468192934,3.445180360072761,3.128022347910672,2.860230099185289,78.44672443132565,19.53977946428071,24.638018390196837,18.441163722860082,15.827762853988016,5,4.363383661733222,3.9102627528183933,3.606274772361216,2.6672962525137827,5,4.266762452115927,5.550009215496905,5.129536842441763,4.5925948304511905,3,3.9037777368859037,2.7605532709159344,3.6129232403880467,3.431133144361832,5,3.647242039665588,69.4417502121497,19.547217439426614,24.538903340505787,16.708387392551717,8.647242039665588
Женщина,34,Город с численностью от 100 тысяч до 500 тысяч,Высшее,10-15 лет,3-5 лет,"Маркетинг, реклама, PR;",До 500 человек,старший контент-менеджер,100,60 000 — 100 000,Затрудняюсь ответить,1,4,1,3,1,1,1,3,1,1,2,1,4,1,4,4,1,4,7,7,1,1,1,3,1,1,3,1,2,2,1,3,3,4,2,3,3,3,4,3,3,2,3,2,5,2,3,7,1,4,5,4,1,4,3,6,1,2,4,4,1,2,1,1,1,1,1,1,1,1,4,6,12,13,28,11,8,12,10,8,15,53,26,20,6,5,10,3,0.8330018517005878,2.5159774112190916,0.6366316958781095,0.6952534784201189,1,2.577286489603181,0.9317846562920541,0.8544150651271973,0.9250685158018722,4,4.05731810150165,1.0093799409506325,3.9043396065743754,0.9143682756470666,1,0.5985825117048234,0.8612950900181903,0.782005586977668,0.7150575247963222,31.811765802212943,7.680864437217908,6.288554726824305,13.885405924673725,3.956940713497004,3,0.8726767323466443,2.606841835212262,0.601045795393536,0.6668240631284457,1,2.5600574712695563,0.9250015359161509,0.8549228070736272,0.9185189660902381,4,3.9037777368859037,0.6901383177289836,0.9032308100970117,0.857783286090458,1,5.106138855531823,30.46695821276464,7.747388426080888,6.258500780349572,10.354930150802357,6.106138855531823
Женщина,45,Москва,Высшее,5-10 лет,5-10 лет,Обслуживание;,1000+ человек,а,100,30 000 — 60 000,Нет,5,5,3,5,5,5,4,5,6,5,5,6,5,6,4,4,4,6,6,5,5,4,3,4,4,4,3,3,3,3,2,3,3,3,3,4,3,4,4,4,4,3,4,3,3,4,4,5,6,5,5,5,6,5,3,2,4,5,4,4,4,5,4,6,5,6,6,6,6,6,3,2,32,38,34,25,11,13,11,11,18,64,37,22,24,30,5,5,4.1650092585029395,3.1449717640238646,3.1831584793905474,3.476267392100594,6,4.295477482671968,4.658923281460271,5.126490390763184,5.550411094811233,4,4.05731810150165,4.03751976380253,3.346576805635179,4.571841378235333,4,2.3943300468192934,2.5838852700545707,3.128022347910672,2.1451725743889667,78.8653754320728,18.969406894017947,25.631302249706657,20.013256049174693,14.251410239173502,5,4.363383661733222,3.2585522940153275,3.00522897696768,3.3341203156422283,6,4.266762452115927,4.625007679580754,5.129536842441763,5.511113796541428,4,3.9037777368859037,2.7605532709159344,2.7096924302910352,2.573349858271374,5,4.376690447598706,69.81776976300128,18.961285248358458,25.532420770679874,15.947373296364248,9.376690447598705
Женщина,49,Санкт-Петербург,Высшее,20 + лет,10-15 лет,Медицина;,До 500 человек,администратор,50,60 000 — 100 000,Затрудняюсь ответить,2,4,2,3,4,4,2,4,3,4,5,4,4,4,1,2,4,5,6,6,5,2,1,3,1,3,2,2,2,2,2,2,2,3,2,2,2,3,3,4,4,3,3,3,3,4,3,5,5,4,5,3,4,4,5,4,5,4,4,5,4,5,5,5,5,5,5,6,4,5,5,3,21,28,29,14,8,9,8,11,16,52,30,27,24,25,8,3,1.6660037034011757,2.5159774112190916,2.546526783512438,2.7810139136804755,3,3.4363819861375746,3.7271386251682164,3.4176602605087893,3.700274063207489,2,1.0143295253754125,4.03751976380253,3.346576805635179,4.571841378235333,1,1.1971650234096467,0.8612950900181903,2.346016760933004,1.4301150495926445,51.59583614383719,12.509521811813181,17.28145493502207,14.970267473048455,6.834591923953485,3,1.7453534646932887,2.606841835212262,2.404183181574144,2.6672962525137827,3,3.4134099616927416,3.7000061436646035,3.419691228294509,3.6740758643609523,1,1.9518888684429518,1.3802766354579672,0.9032308100970117,1.715566572180916,5,4.376690447598706,45.958511265783834,12.423674733993478,17.207183198012807,6.950962886178846,9.376690447598705
Мужчина,44,Санкт-Петербург,Два и более высших и/или научная степень,15-20 лет,5-10 лет,Обслуживание;,До 500 человек,Аналитик,100,60 000 — 100 000,Нет,6,5,4,3,6,4,5,4,6,5,6,5,4,5,6,6,2,4,6,6,3,6,3,6,4,2,5,3,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,3,4,3,4,5,5,4,5,4,3,4,3,5,2,3,2,6,5,4,6,6,5,5,5,5,5,5,2,2,33,35,33,29,16,15,10,11,18,70,30,21,26,25,4,3,4.998011110203527,3.1449717640238646,3.819790175268657,2.7810139136804755,6,3.4363819861375746,4.658923281460271,4.272075325635987,4.625342579009361,6,6.085977152252475,2.018759881901265,3.346576805635179,2.7431048269411997,4,3.59149507022894,2.5838852700545707,1.564011173955336,2.1451725743889667,74.81549289077765,17.743786963176525,22.992723172243192,20.19441866673012,13.884564088627814,3,5.236060394079866,3.2585522940153275,3.606274772361216,2.6672962525137827,6,3.4134099616927416,4.625007679580754,4.2746140353681366,4.5925948304511905,6,5.855666605328856,4.140829906373901,2.7096924302910352,2.573349858271374,3,4.376690447598706,69.33003946792688,17.768183712970192,22.905626507092823,21.279538800265165,7.376690447598706
Мужчина,49,Город с численностью от 100 тысяч до 500 тысяч,Среднее общее (11 классов),15-20 лет,0-1 года,строительство,До 500 человек,монтажник,50,100 000 — 150 000,Да,5,4,3,2,4,2,4,4,2,1,5,4,4,3,1,1,3,5,7,6,4,4,2,3,2,2,3,4,3,2,2,2,2,1,3,2,2,4,1,4,4,4,4,3,3,3,4,4,5,4,5,4,5,4,6,4,3,4,4,4,2,4,3,4,2,4,3,4,3,2,4,4,24,23,27,20,9,8,7,12,17,53,31,25,15,16,8,2,4.1650092585029395,2.5159774112190916,2.546526783512438,1.3905069568402377,2,3.4363819861375746,0.9317846562920541,3.4176602605087893,2.7752055474056165,1,1.0143295253754125,3.0281398228518976,3.9043396065743754,3.6574731025882663,2,2.3943300468192934,1.7225901800363805,1.564011173955336,2.860230099185289,48.324496417804994,12.618020410074706,12.561032450344035,12.604282057389952,10.5411614999963,2,4.363383661733222,2.606841835212262,2.404183181574144,1.3336481262568913,2,3.4134099616927416,0.9250015359161509,3.419691228294509,2.755556898270714,1,0.9759444342214759,2.7605532709159344,1.8064616201940233,3.431133144361832,4,5.106138855531823,44.30194775417572,12.708056804776518,12.513659624174116,9.974092469693266,9.106138855531823
Женщина,35,Город с численностью от 100 тысяч до 500 тысяч,Неоконченное высшее,0-1 года,0-1 года,Торговля;,До 50 человек,продавец-кассир,5,15 000 — 30 000,Да,2,4,4,1,3,1,5,2,1,2,7,1,1,5,1,4,1,2,1,7,1,7,1,1,1,1,3,2,2,2,2,2,3,4,2,3,2,2,3,3,3,3,4,2,4,4,4,6,6,3,5,4,6,6,6,6,6,5,4,4,1,2,1,4,1,6,6,6,6,7,6,3,20,19,17,16,8,12,7,9,18,54,36,31,9,31,9,1,1.6660037034011757,2.5159774112190916,1.9098950876343286,0.6952534784201189,1,1.7181909930687873,1.8635693125841082,0.8544150651271973,4.625342579009361,4,1.0143295253754125,1.0093799409506325,0.5577628009391965,0.9143682756470666,1,4.190077581933764,0.8612950900181903,0.782005586977668,1.4301150495926445,33.60798148189874,7.787129680674715,10.061517949789454,7.495840542912308,8.263493308522266,1,1.7453534646932887,2.606841835212262,1.803137386180608,0.6668240631284457,1,1.7067049808463708,1.8500030718323017,0.8549228070736272,4.5925948304511905,1,3.9037777368859037,4.830968224102885,0.9032308100970117,1.715566572180916,1,0.7294484079331176,31.90937419061793,7.822156749214605,10.00422569020349,12.353543343266717,1.7294484079331176
Женщина,54,Москва,Высшее,20 + лет,1-3 года,"Финансы, бухгалтерия, банки;",До 500 человек,главный бухгалтер,100,200 000 — 400 000,Да,4,5,1,4,6,3,6,7,1,3,7,4,4,4,2,1,5,5,5,6,4,2,1,3,1,6,6,4,2,2,2,3,1,4,2,2,2,3,2,3,4,3,3,5,4,4,4,3,2,6,7,2,3,1,6,5,5,6,5,6,2,4,2,6,3,6,4,5,3,2,6,6,29,30,28,23,9,9,7,10,20,55,24,33,17,20,12,4,3.3320074068023513,3.1449717640238646,3.819790175268657,2.0857604352603567,1,6.013668475740755,2.7953539688761624,3.4176602605087893,3.700274063207489,1,2.028659050750825,5.046899704753162,2.7888140046959826,3.6574731025882663,1,1.1971650234096467,0.8612950900181903,4.692033521866008,2.860230099185289,58.44205614695579,16.38252978135523,16.926956768333195,14.521845862788236,10.610723734479134,4,3.4907069293865773,3.2585522940153275,3.606274772361216,2.000472189385337,1,5.973467432962297,2.7750046077484525,3.419691228294509,3.6740758643609523,2,0.9759444342214759,1.3802766354579672,0.9032308100970117,3.431133144361832,4,3.647242039665588,49.536072382318544,16.35600618514846,16.84223913336621,8.690585024138286,7.6472420396655885
Женщина,45,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,0-1 года,Торговля;,До 50 человек,менеджер,70,60 000 — 100 000,Да,7,5,5,6,3,4,3,3,2,3,5,4,1,6,1,4,6,3,5,3,5,4,3,3,3,5,3,3,2,2,2,2,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,2,6,6,5,7,5,4,3,3,4,5,4,3,4,5,5,5,3,5,3,4,4,3,4,4,33,24,27,24,8,16,11,12,19,66,35,22,22,19,8,6,5.831012961904115,3.1449717640238646,1.9098950876343286,2.7810139136804755,2,2.577286489603181,2.7953539688761624,3.4176602605087893,5.550411094811233,4,1.0143295253754125,6.056279645703795,2.7888140046959826,4.571841378235333,3,2.3943300468192934,2.5838852700545707,3.91002793488834,2.1451725743889667,68.47228592120385,19.666893727242783,16.340711813799366,18.431264554010525,14.03341582615117,6,6.108737126426511,3.2585522940153275,1.803137386180608,2.6672962525137827,2,2.5600574712695563,2.7750046077484525,3.419691228294509,5.511113796541428,1,3.9037777368859037,2.7605532709159344,2.7096924302910352,2.573349858271374,5,3.647242039665588,57.69820549902001,19.83772305913623,16.265867103853946,12.947373296364248,8.647242039665588
Женщина,31,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,5-10 лет,Торговля;,До 50 человек,директор,100,30 000 — 60 000,Нет,5,5,4,4,6,4,7,3,4,4,5,1,6,5,1,3,3,4,4,4,6,3,4,4,3,4,4,5,3,4,4,3,4,3,5,2,5,3,5,5,4,4,5,3,4,3,4,5,6,6,5,2,2,6,6,5,6,5,4,5,4,4,5,6,2,5,5,6,5,4,3,3,35,28,25,27,14,14,13,13,19,73,32,31,21,25,6,4,4.1650092585029395,3.1449717640238646,3.819790175268657,2.7810139136804755,4,2.577286489603181,3.7271386251682164,0.8544150651271973,4.625342579009361,3,1.0143295253754125,3.0281398228518976,2.231051203756786,5.4862096538823995,3,1.79574753511447,3.445180360072761,3.128022347910672,3.575287623981611,63.3989359433299,17.91078511147594,15.784182758907956,14.759730205866497,14.944237867079515,4,4.363383661733222,3.2585522940153275,3.606274772361216,2.6672962525137827,4,2.5600574712695563,3.7000061436646035,0.8549228070736272,4.5925948304511905,1,2.927833302664428,2.0704149531869507,3.6129232403880467,4.288916430452289,6,2.9177936317324704,56.42096979150671,17.895506980623548,15.707581252458978,13.900087926691715,8.91779363173247
Женщина,39,Город с численностью от 500 тысяч до 950 тысяч,Среднее общее (11 классов),10-15 лет,3-5 лет,Образование;,До 50 человек,репетитор,10000,0 — 15 000,Нет,6,6,7,6,6,1,7,6,6,6,7,6,7,6,1,1,6,2,6,6,6,6,6,7,6,6,6,1,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,2,6,6,2,6,6,5,5,5,5,5,6,6,6,6,6,2,2,39,44,28,38,16,17,14,12,20,79,42,28,25,30,4,6,4.998011110203527,3.773966116828637,3.819790175268657,0.6952534784201189,6,5.154572979206362,5.590707937752325,5.126490390763184,5.550411094811233,1,1.0143295253754125,6.056279645703795,3.346576805635179,5.4862096538823995,6,3.59149507022894,5.167770540109141,4.692033521866008,0.7150575247963222,83.77895557085124,19.28702088072094,27.422182402533103,16.903395630596787,20.16635665700041,6,5.236060394079866,3.9102627528183933,3.606274772361216,0.6668240631284457,6,5.120114942539113,5.550009215496905,5.129536842441763,5.511113796541428,1,0.9759444342214759,4.140829906373901,5.4193848605820705,0.857783286090458,6,4.376690447598706,69.50082971427373,19.41942198238792,27.31077479701921,12.393942487267905,10.376690447598705
Женщина,35,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,5-10 лет,Образование;,До 500 человек,воспитатель,35,30 000 — 60 000,Да,5,6,4,5,5,4,4,5,4,5,6,5,4,5,4,4,3,3,6,5,5,4,3,5,3,4,2,2,3,2,3,2,3,4,4,4,3,1,4,5,5,4,4,4,4,4,4,5,6,6,4,6,6,6,5,4,6,7,6,6,4,6,5,6,3,6,6,6,5,6,2,3,33,34,30,23,10,15,8,14,20,67,39,34,24,29,5,5,4.1650092585029395,3.773966116828637,3.1831584793905474,2.7810139136804755,4,4.295477482671968,4.658923281460271,4.272075325635987,4.625342579009361,4,4.05731810150165,3.0281398228518976,3.346576805635179,4.571841378235333,3,2.3943300468192934,2.5838852700545707,3.128022347910672,1.4301150495926445,72.29519525978142,18.9031477684026,21.851818668777586,19.00387610822406,12.53635271437718,5,4.363383661733222,3.9102627528183933,3.00522897696768,2.6672962525137827,4,4.266762452115927,4.625007679580754,4.2746140353681366,4.5925948304511905,4,3.9037777368859037,2.7605532709159344,2.7096924302910352,1.715566572180916,5,4.376690447598706,65.17143109942158,18.94617164403308,21.75897899751601,15.089590010273788,9.376690447598705
Женщина,48,Город с численностью от 500 тысяч до 950 тысяч,Два и более высших и/или научная степень,20 + лет,1-3 года,государственная,До 500 человек,главный специалист,25,30 000 — 60 000,Нет,4,7,1,1,2,4,3,1,1,1,2,1,4,3,1,4,4,7,6,3,4,1,1,2,4,1,3,6,3,2,2,2,3,4,4,3,1,2,3,5,4,4,3,1,3,1,3,4,7,3,3,6,5,4,6,4,6,3,5,4,2,4,2,4,3,3,2,6,4,2,2,2,22,13,29,18,9,14,6,13,11,53,32,28,15,17,4,1,3.3320074068023513,4.402960469633411,1.273263391756219,2.7810139136804755,1,0.8590954965343937,0.9317846562920541,0.8544150651271973,2.7752055474056165,4,1.0143295253754125,4.03751976380253,3.346576805635179,3.6574731025882663,4,0.5985825117048234,0.8612950900181903,0.782005586977668,4.290345148777933,45.79787348211172,12.789245181872456,6.420500765359262,16.055899197401388,10.532228337478616,1,3.4907069293865773,4.561973211621459,1.202091590787072,2.6672962525137827,1,0.8533524904231854,0.9250015359161509,0.8549228070736272,2.755556898270714,1,3.9037777368859037,0.6901383177289836,0.9032308100970117,5.146699716542748,4,4.376690447598706,39.33143874484592,12.92206798430889,6.388833731683677,11.643846581254646,8.376690447598705
Мужчина,53,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),20 + лет,10-15 лет,"Финансы, бухгалтерия, банки;",До 500 человек,менеджер,50,30 000 — 60 000,Да,6,5,4,5,5,4,3,4,5,4,3,5,4,4,5,4,4,3,4,3,5,3,3,4,5,4,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,4,3,5,5,5,6,5,5,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,32,29,28,25,13,12,9,11,17,62,37,29,25,25,9,5,4.998011110203527,3.1449717640238646,3.1831584793905474,2.7810139136804755,5,3.4363819861375746,3.7271386251682164,4.272075325635987,3.700274063207489,4,5.071647626877063,4.03751976380253,2.231051203756786,4.571841378235333,5,1.79574753511447,2.5838852700545707,3.128022347910672,2.1451725743889667,73.80791296758807,19.107155267298413,20.135870000149268,19.912059972671713,14.65282772746868,5,5.236060394079866,3.2585522940153275,3.00522897696768,2.6672962525137827,5,3.4134099616927416,3.7000061436646035,4.2746140353681366,3.6740758643609523,5,3.9037777368859037,2.0704149531869507,2.7096924302910352,2.573349858271374,5,2.9177936317324704,63.40427253303082,19.167137917576657,20.062106005086434,16.257234978635264,7.91779363173247
Женщина,39,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,10-15 лет,гос.служба,1000+ человек,консультант,60,30 000 — 60 000,Затрудняюсь ответить,7,6,4,5,2,4,2,2,2,2,7,2,2,1,2,2,2,6,7,5,6,3,4,6,3,1,5,2,4,4,4,4,4,3,4,4,3,2,3,4,3,3,4,2,5,4,4,6,6,3,3,5,5,5,6,5,7,6,4,6,2,4,3,4,1,5,4,4,3,4,6,5,30,18,30,24,16,15,8,10,19,68,33,34,14,20,11,5,5.831012961904115,3.773966116828637,1.273263391756219,2.7810139136804755,2,1.7181909930687873,1.8635693125841082,1.7088301302543947,0.9250685158018722,2,2.028659050750825,2.018759881901265,3.9043396065743754,5.4862096538823995,3,1.79574753511447,3.445180360072761,0.782005586977668,1.4301150495926445,52.765932060745016,18.659256384169446,8.215658951709162,15.437968193108865,10.453048531757544,5,6.108737126426511,3.9102627528183933,1.202091590787072,2.6672962525137827,2,1.7067049808463708,1.8500030718323017,1.7098456141472544,0.9185189660902381,2,1.9518888684429518,2.0704149531869507,3.6129232403880467,1.715566572180916,6,5.106138855531823,49.53039284519261,18.888387722545758,8.185072632916166,11.350793634198865,11.106138855531823
Женщина,36,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,15-20 лет,Логистика;,До 50 человек,логист,80,100 000 — 150 000,Нет,4,5,4,5,5,5,3,5,5,5,3,5,4,6,5,5,4,3,5,4,4,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,4,4,31,33,30,32,16,16,10,12,20,74,33,30,25,27,8,5,3.3320074068023513,3.1449717640238646,3.1831584793905474,3.476267392100594,5,4.295477482671968,4.658923281460271,4.272075325635987,5.550411094811233,5,5.071647626877063,4.03751976380253,2.7888140046959826,3.6574731025882663,5,2.3943300468192934,4.306475450090951,3.91002793488834,3.575287623981611,81.65486778064086,18.136405042317357,23.776887184579458,20.555454497963844,19.186121055780195,5,3.4907069293865773,3.2585522940153275,3.00522897696768,3.3341203156422283,5,4.266762452115927,4.625007679580754,4.2746140353681366,5.511113796541428,5,4.87972217110738,2.7605532709159344,4.516154050485058,4.288916430452289,4,3.647242039665588,70.85869444224431,18.088608516011814,23.677497963606246,21.445345922960662,7.6472420396655885
Мужчина,44,Город с численностью от 100 тысяч до 500 тысяч,Высшее,10-15 лет,0-1 года,Обслуживание;,До 50 человек,Служащий,100,15 000 — 30 000,Нет,5,4,4,3,2,3,3,4,2,4,6,4,3,2,1,2,2,3,6,4,4,1,1,1,1,2,1,1,1,2,2,2,4,4,3,4,3,3,4,4,4,4,3,3,3,3,3,5,6,3,6,5,6,5,6,3,5,5,4,6,1,2,1,3,1,4,5,4,2,6,4,3,24,25,22,8,7,15,10,12,15,59,36,29,8,21,7,3,4.1650092585029395,2.5159774112190916,1.273263391756219,2.0857604352603567,2,3.4363819861375746,3.7271386251682164,3.4176602605087893,1.8501370316037444,2,1.0143295253754125,2.018759881901265,3.346576805635179,3.6574731025882663,1,0.5985825117048234,0.8612950900181903,1.564011173955336,0.7150575247963222,44.24741401613173,13.040010496738606,14.431317903418325,12.037139315500124,4.738946300474672,3,4.363383661733222,2.606841835212262,1.202091590787072,2.000472189385337,2,3.4134099616927416,3.7000061436646035,3.419691228294509,1.8370379321804762,1,1.9518888684429518,0.6901383177289836,0.9032308100970117,0.857783286090458,4,4.376690447598706,41.322666272908336,13.172789277117893,14.37014526583233,5.403041282359405,8.376690447598705
